plugin,formid,editor_id,name,enchant_type,cast_type,target_type,charge_amount,effects,modding_use,validation
Skyrim.esm,Skyrim.esm:10EAD3,EnchRobesDestructionBase,Fortify Destruction & Magicka Regen,Enchantment,ConstantEffect,Self,205,EnchRobesFortifyDestructionConstantSelf (Skyrim.esm:109631)|mag=5|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=10|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:104D6D,EnchRobesFortifyAlteration01,Fortify Alteration,Enchantment,ConstantEffect,Self,923,EnchRobesFortifyAlterationConstantSelf (Skyrim.esm:10962E)|mag=12|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:104D76,EnchRobesFortifyAlteration02,Fortify Alteration,Enchantment,ConstantEffect,Self,1179,EnchRobesFortifyAlterationConstantSelf (Skyrim.esm:10962E)|mag=15|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:104D77,EnchRobesFortifyAlteration03,Fortify Alteration,Enchantment,ConstantEffect,Self,1354,EnchRobesFortifyAlterationConstantSelf (Skyrim.esm:10962E)|mag=17|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:104D78,EnchRobesFortifyAlteration04,Fortify Alteration,Enchantment,ConstantEffect,Self,1619,EnchRobesFortifyAlterationConstantSelf (Skyrim.esm:10962E)|mag=20|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:104D79,EnchRobesFortifyAlteration05,Fortify Alteration,Enchantment,ConstantEffect,Self,1798,EnchRobesFortifyAlterationConstantSelf (Skyrim.esm:10962E)|mag=22|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:104D7A,EnchRobesFortifyAlteration06,Fortify Alteration,Enchantment,ConstantEffect,Self,2069,EnchRobesFortifyAlterationConstantSelf (Skyrim.esm:10962E)|mag=25|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:104D6C,EnchRobesFortifyConjuration01,Fortify Conjuration,Enchantment,ConstantEffect,Self,1061,EnchRobesFortifyConjurationConstantSelf (Skyrim.esm:10962F)|mag=12|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:104D7B,EnchRobesFortifyConjuration02,Fortify Conjuration,Enchantment,ConstantEffect,Self,1356,EnchRobesFortifyConjurationConstantSelf (Skyrim.esm:10962F)|mag=15|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:104D7C,EnchRobesFortifyConjuration03,Fortify Conjuration,Enchantment,ConstantEffect,Self,1557,EnchRobesFortifyConjurationConstantSelf (Skyrim.esm:10962F)|mag=17|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:104D7D,EnchRobesFortifyConjuration04,Fortify Conjuration,Enchantment,ConstantEffect,Self,1862,EnchRobesFortifyConjurationConstantSelf (Skyrim.esm:10962F)|mag=20|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:104D7E,EnchRobesFortifyConjuration05,Fortify Conjuration,Enchantment,ConstantEffect,Self,2067,EnchRobesFortifyConjurationConstantSelf (Skyrim.esm:10962F)|mag=22|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:104D7F,EnchRobesFortifyConjuration06,Fortify Conjuration,Enchantment,ConstantEffect,Self,2380,EnchRobesFortifyConjurationConstantSelf (Skyrim.esm:10962F)|mag=25|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:104D6B,EnchRobesFortifyDestruction01,Fortify Destruction,Enchantment,ConstantEffect,Self,1076,EnchRobesFortifyDestructionConstantSelf (Skyrim.esm:109631)|mag=12|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:104D80,EnchRobesFortifyDestruction02,Fortify Destruction,Enchantment,ConstantEffect,Self,1376,EnchRobesFortifyDestructionConstantSelf (Skyrim.esm:109631)|mag=15|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:104D81,EnchRobesFortifyDestruction03,Fortify Destruction,Enchantment,ConstantEffect,Self,1579,EnchRobesFortifyDestructionConstantSelf (Skyrim.esm:109631)|mag=17|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:104D82,EnchRobesFortifyDestruction04,Fortify Destruction,Enchantment,ConstantEffect,Self,1888,EnchRobesFortifyDestructionConstantSelf (Skyrim.esm:109631)|mag=20|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:104D83,EnchRobesFortifyDestruction05,Fortify Destruction,Enchantment,ConstantEffect,Self,2097,EnchRobesFortifyDestructionConstantSelf (Skyrim.esm:109631)|mag=22|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:104D84,EnchRobesFortifyDestruction06,Fortify Destruction,Enchantment,ConstantEffect,Self,2414,EnchRobesFortifyDestructionConstantSelf (Skyrim.esm:109631)|mag=25|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:104D75,EnchRobesFortifyIllusion01,Fortify Illusion,Enchantment,ConstantEffect,Self,969,EnchRobesFortifyIllusionConstantSelf (Skyrim.esm:109633)|mag=12|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:104D8A,EnchRobesFortifyIllusion02,Fortify Illusion,Enchantment,ConstantEffect,Self,1238,EnchRobesFortifyIllusionConstantSelf (Skyrim.esm:109633)|mag=15|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:104D8B,EnchRobesFortifyIllusion03,Fortify Illusion,Enchantment,ConstantEffect,Self,1421,EnchRobesFortifyIllusionConstantSelf (Skyrim.esm:109633)|mag=17|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:104D8C,EnchRobesFortifyIllusion04,Fortify Illusion,Enchantment,ConstantEffect,Self,1700,EnchRobesFortifyIllusionConstantSelf (Skyrim.esm:109633)|mag=20|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:104D8D,EnchRobesFortifyIllusion05,Fortify Illusion,Enchantment,ConstantEffect,Self,1888,EnchRobesFortifyIllusionConstantSelf (Skyrim.esm:109633)|mag=22|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:104D8E,EnchRobesFortifyIllusion06,Fortify Illusion,Enchantment,ConstantEffect,Self,2173,EnchRobesFortifyIllusionConstantSelf (Skyrim.esm:109633)|mag=25|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:105250,EnchRobesFortifyMagickaRate02,Fortify Magicka Rate,Enchantment,ConstantEffect,Self,577,EnchFortifyMagickaRateConstantSelf (Skyrim.esm:07A0FD)|mag=75|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:104D8F,EnchRobesFortifyMagickaRate03,Fortify Magicka Rate,Enchantment,ConstantEffect,Self,792,EnchFortifyMagickaRateConstantSelf (Skyrim.esm:07A0FD)|mag=100|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:104D90,EnchRobesFortifyMagickaRate04,Fortify Magicka Rate,Enchantment,ConstantEffect,Self,1012,EnchFortifyMagickaRateConstantSelf (Skyrim.esm:07A0FD)|mag=125|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:104D91,EnchRobesFortifyMagickaRate05,Fortify Magicka Rate,Enchantment,ConstantEffect,Self,1237,EnchFortifyMagickaRateConstantSelf (Skyrim.esm:07A0FD)|mag=150|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:104D6F,EnchRobesFortifyRestoration01,Fortify Restoration,Enchantment,ConstantEffect,Self,1015,EnchRobesFortifyRestorationConstantSelf (Skyrim.esm:109634)|mag=12|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:104D70,EnchRobesFortifyRestoration02,Fortify Restoration,Enchantment,ConstantEffect,Self,1297,EnchRobesFortifyRestorationConstantSelf (Skyrim.esm:109634)|mag=15|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:104D71,EnchRobesFortifyRestoration03,Fortify Restoration,Enchantment,ConstantEffect,Self,1489,EnchRobesFortifyRestorationConstantSelf (Skyrim.esm:109634)|mag=17|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:104D72,EnchRobesFortifyRestoration04,Fortify Restoration,Enchantment,ConstantEffect,Self,1781,EnchRobesFortifyRestorationConstantSelf (Skyrim.esm:109634)|mag=20|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:104D73,EnchRobesFortifyRestoration05,Fortify Restoration,Enchantment,ConstantEffect,Self,1977,EnchRobesFortifyRestorationConstantSelf (Skyrim.esm:109634)|mag=22|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:104D74,EnchRobesFortifyRestoration06,Fortify Restoration,Enchantment,ConstantEffect,Self,2276,EnchRobesFortifyRestorationConstantSelf (Skyrim.esm:109634)|mag=25|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10EAD4,EnchRobesIllusionBase,Fortify Illusion & Magicka Regen,Enchantment,ConstantEffect,Self,182,EnchRobesFortifyIllusionConstantSelf (Skyrim.esm:109633)|mag=5|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=10|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10EAD5,EnchRobesRestorationBase,Fortify Restoration & Magica Regen,Enchantment,ConstantEffect,Self,193,EnchRobesFortifyRestorationConstantSelf (Skyrim.esm:109634)|mag=5|area=0|dur=0; EnchRobesFortifyMagickaRateConstantSelf (Skyrim.esm:109630)|mag=10|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10B115,EnchSilverSword,,Enchantment,FireAndForget,Touch,0,EnchSilverSwordFFContact (Skyrim.esm:10B116)|mag=20|area=0|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:072674,EnchStagger,Stagger,Enchantment,FireAndForget,Touch,0,StaggerAttackFFContact (Skyrim.esm:07809B)|mag=100|area=0|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:0D36E2,EnchThrowVoiceShout,Throw Voice Shout,Enchantment,FireAndForget,Touch,0,VoiceThrowVoiceEnchantment (Skyrim.esm:0D5F1B)|mag=1|area=10|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:0F81E4,EnchVampireHood,Vampire Hood,Enchantment,ConstantEffect,Self,172,EnchFortifyMagickaConstantSelf (Skyrim.esm:049504)|mag=25|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0AA145,EnchWeaponAbsorbHealth02,Absorb Health,Enchantment,FireAndForget,Touch,18,EnchAbsorbHealthFFContact (Skyrim.esm:0AA155)|mag=5|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0AA15A,EnchWeaponAbsorbHealth03,Absorb Health,Enchantment,FireAndForget,Touch,50,EnchAbsorbHealthFFContact (Skyrim.esm:0AA155)|mag=10|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0AA15B,EnchWeaponAbsorbHealth04,Absorb Health,Enchantment,FireAndForget,Touch,78,EnchAbsorbHealthFFContact (Skyrim.esm:0AA155)|mag=15|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0AA15C,EnchWeaponAbsorbHealth05,Absorb Health,Enchantment,FireAndForget,Touch,107,EnchAbsorbHealthFFContact (Skyrim.esm:0AA155)|mag=20|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0AA15D,EnchWeaponAbsorbHealth06,Absorb Health,Enchantment,FireAndForget,Touch,136,EnchAbsorbHealthFFContact (Skyrim.esm:0AA155)|mag=25|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:10FB91,EnchWeaponAbsorbHealthBase,Absorb Health,Enchantment,FireAndForget,Touch,31,EnchAbsorbHealthFFContact (Skyrim.esm:0AA155)|mag=8|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0AA158,EnchWeaponAbsorbMagicka02,Absorb Magicka,Enchantment,FireAndForget,Touch,21,EnchAbsorbMagickaFFContact (Skyrim.esm:0AA156)|mag=10|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0AA15E,EnchWeaponAbsorbMagicka03,Absorb Magicka,Enchantment,FireAndForget,Touch,93,EnchAbsorbMagickaFFContact (Skyrim.esm:0AA156)|mag=15|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0AA15F,EnchWeaponAbsorbMagicka04,Absorb Magicka,Enchantment,FireAndForget,Touch,128,EnchAbsorbMagickaFFContact (Skyrim.esm:0AA156)|mag=20|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0AA160,EnchWeaponAbsorbMagicka05,Absorb Magicka,Enchantment,FireAndForget,Touch,164,EnchAbsorbMagickaFFContact (Skyrim.esm:0AA156)|mag=25|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0AA161,EnchWeaponAbsorbMagicka06,Absorb Magicka,Enchantment,FireAndForget,Touch,200,EnchAbsorbMagickaFFContact (Skyrim.esm:0AA156)|mag=30|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:10FB9D,EnchWeaponAbsorbMagickaBase,Absorb Magicka,Enchantment,FireAndForget,Touch,21,EnchAbsorbMagickaFFContact (Skyrim.esm:0AA156)|mag=10|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0AA159,EnchWeaponAbsorbStamina02,Absorb Stamina,Enchantment,FireAndForget,Touch,10,EnchAbsorbStaminaFFContact (Skyrim.esm:0AA157)|mag=10|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0AA162,EnchWeaponAbsorbStamina03,Absorb Stamina,Enchantment,FireAndForget,Touch,15,EnchAbsorbStaminaFFContact (Skyrim.esm:0AA157)|mag=15|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0AA163,EnchWeaponAbsorbStamina04,Absorb Stamina,Enchantment,FireAndForget,Touch,21,EnchAbsorbStaminaFFContact (Skyrim.esm:0AA157)|mag=20|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0AA164,EnchWeaponAbsorbStamina05,Absorb Stamina,Enchantment,FireAndForget,Touch,27,EnchAbsorbStaminaFFContact (Skyrim.esm:0AA157)|mag=25|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0AA165,EnchWeaponAbsorbStamina06,Absorb Stamina,Enchantment,FireAndForget,Touch,33,EnchAbsorbStaminaFFContact (Skyrim.esm:0AA157)|mag=30|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:10FB92,EnchWeaponAbsorbStaminaBase,Absorb Stamina,Enchantment,FireAndForget,Touch,22,EnchAbsorbStaminaFFContact (Skyrim.esm:0AA157)|mag=10|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0ACBB7,EnchWeaponBanish04,Banish,Enchantment,FireAndForget,Touch,184,EnchBanishFFContact (Skyrim.esm:0ACBB5)|mag=12|area=0|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:0ACBB8,EnchWeaponBanish05,Banish,Enchantment,FireAndForget,Touch,323,EnchBanishFFContact (Skyrim.esm:0ACBB5)|mag=20|area=0|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:0ACBB9,EnchWeaponBanish06,Banish,Enchantment,FireAndForget,Touch,618,EnchBanishFFContact (Skyrim.esm:0ACBB5)|mag=36|area=0|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:10FB93,EnchWeaponBanishBase,Banish,Enchantment,FireAndForget,Touch,113,EnchBanishFFContact (Skyrim.esm:0ACBB5)|mag=10|area=0|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:0F830E,EnchWeaponChillrend001,Frostfeed,Enchantment,FireAndForget,Touch,90,ChillrendEnchFrostDamageFFContact (Skyrim.esm:106617)|mag=5|area=0|dur=0; ChillrendParalysisFFContact (Skyrim.esm:106616)|mag=0|area=0|dur=2,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0F830F,EnchWeaponChillrend002,Frostfeed,Enchantment,FireAndForget,Touch,97,ChillrendEnchFrostDamageFFContact (Skyrim.esm:106617)|mag=10|area=0|dur=0; ChillrendParalysisFFContact (Skyrim.esm:106616)|mag=0|area=0|dur=2,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0F8310,EnchWeaponChillrend003,Frostfeed,Enchantment,FireAndForget,Touch,104,ChillrendEnchFrostDamageFFContact (Skyrim.esm:106617)|mag=15|area=0|dur=0; ChillrendParalysisFFContact (Skyrim.esm:106616)|mag=0|area=0|dur=2,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0F8311,EnchWeaponChillrend004,Frostfeed,Enchantment,FireAndForget,Touch,111,ChillrendEnchFrostDamageFFContact (Skyrim.esm:106617)|mag=20|area=0|dur=0; ChillrendParalysisFFContact (Skyrim.esm:106616)|mag=0|area=0|dur=2,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0F8312,EnchWeaponChillrend005,Frostfeed,Enchantment,FireAndForget,Touch,119,ChillrendEnchFrostDamageFFContact (Skyrim.esm:106617)|mag=25|area=0|dur=0; ChillrendParalysisFFContact (Skyrim.esm:106616)|mag=0|area=0|dur=2,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:106615,EnchWeaponChillrend006,Frostfeed,Enchantment,FireAndForget,Touch,127,ChillrendEnchFrostDamageFFContact (Skyrim.esm:106617)|mag=30|area=0|dur=0; ChillrendParalysisFFContact (Skyrim.esm:106616)|mag=0|area=0|dur=2,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:10F222,EnchWeaponDraugrMagicAxe,Absorb Health,Enchantment,FireAndForget,Touch,23,DraugrMagicAxeStreak (Skyrim.esm:10F220)|mag=15|area=0|dur=0,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:10F223,EnchWeaponDraugrMagicBow,Absorb Magicka,Enchantment,FireAndForget,Touch,23,DraugrMagicBowStreak (Skyrim.esm:10F221)|mag=15|area=0|dur=0,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:10F224,EnchWeaponDraugrMagicSword,Absorb Stamina,Enchantment,FireAndForget,Touch,1,DraugrMagicSwordStreak (Skyrim.esm:10F21F)|mag=15|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0FBFF7,EnchWeaponFear01,Fear,Enchantment,FireAndForget,Touch,7,EnchInfluenceConfDownFFContactLow (Skyrim.esm:05B451)|mag=5|area=0|dur=30,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:05B466,EnchWeaponFear02,Fear,Enchantment,FireAndForget,Touch,11,EnchInfluenceConfDownFFContactLow (Skyrim.esm:05B451)|mag=7|area=0|dur=30,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:05B467,EnchWeaponFear03,Fear,Enchantment,FireAndForget,Touch,16,EnchInfluenceConfDownFFContactLow (Skyrim.esm:05B451)|mag=10|area=0|dur=30,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:05B468,EnchWeaponFear04,Fear,Enchantment,FireAndForget,Touch,22,EnchInfluenceConfDownFFContactLow (Skyrim.esm:05B451)|mag=13|area=0|dur=30,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:05B469,EnchWeaponFear05,Fear,Enchantment,FireAndForget,Touch,28,EnchInfluenceConfDownFFContactLow (Skyrim.esm:05B451)|mag=16|area=0|dur=30,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:05B46A,EnchWeaponFear06,Fear,Enchantment,FireAndForget,Touch,36,EnchInfluenceConfDownFFContactLow (Skyrim.esm:05B451)|mag=20|area=0|dur=30,enchantment effect reference,extracted
